lsoa11,imd,CNI_Score,anti_social_behaviour,burglary,criminal_damage_and_arson,robbery,violence_and_sexual_offences,prop_ibesa,samhi_index,prop_white,prop_u16,prop_o75,gpperpop,gpp_dist.x,ed_dist,green_pas,pm10_mean,prop_1less,cohab_child,lone_parent,natn_dec,natn_qunt,natn_terc
E01006580,10.908,57.92212,31,6,2,0,5,1.90735694822888,1.16524726832986,0.934082397003745,0.167790262172285,0.0719101123595506,0.000570506844704826,1.14076923076923,7.38615384615385,0.29820484159,11.0930744988013,0.0116504854368932,2.9,7.8,8,4,3
E01006581,10.447,57.92212,27,9,5,1,14,0.974025974025974,1.0377301034467,0.953816549069917,0.189223861449647,0.0718409236690186,0.000546981753793159,1.38333333333333,6.97555555555556,0.14749535346,11.0676695595674,0.028006589785832,3.1,7.9,8,4,3
E01006582,8.912,32.76078,30,8,7,0,36,0.837696335078534,0.796239266500784,0.944579780755177,0.202801461632156,0.0712545676004872,0.000571541603443189,1.12028571428571,7.17685714285714,0.24849315806,11.1122470998893,0.0153846153846154,3.9,9.4,8,4,3
E01006583,3.939,45.71213,12,3,4,0,11,0.516795865633075,0.967417452793395,0.953356086461888,0.133105802047782,0.0659840728100114,0.000597073311900504,1.86157894736842,7.60631578947368,0.35894933587,11.0462962424362,0.0107066381156317,1.9,6.6,10,5,3
E01006584,28.84,38.98127,40,15,7,1,46,4.14746543778802,1.41029357420379,0.975592246949031,0.176597272074659,0.0753768844221106,0.000356906760563643,0.807272727272727,5.97409090909091,0.12304231971,11.340330318015,0.0212765957446809,2.5,10.6,3,2,1
E01006585,57.44,61.67206,44,5,19,0,81,9.54653937947494,1.97247668921778,0.923929098966027,0.161004431314623,0.0967503692762186,0.000458545818043474,1.02826086956522,4.89608695652174,0.25398771939,11.3710231246796,0.046801872074883,2.5,19.8,1,1,1
E01006586,38.45,61.67206,56,19,14,1,68,4.31535269709544,1.59688418808485,0.885729331226962,0.154291732490785,0.076882569773565,0.000508358515403293,0.647441860465116,5.29744186046512,0.23771644529,11.3198128982442,0.0271444082519001,3.1,13.5,2,1,1
E01006587,27.049,61.67206,24,6,9,0,45,3.97672162948594,1.55172847031841,0.882389162561576,0.166256157635468,0.0455665024630542,0.000525448776599774,0.94875,5.00375,0.24074430384,11.3334760665894,0.0278940027894003,2.5,10.9,3,2,1
E01006588,34.15,55.48218,30,6,14,2,40,4.21686746987952,1.38977426874406,0.915869980879541,0.106437221159974,0.0879541108986616,0.000661130622722045,0.5475,5.105625,0.17259866542,11.1904427425108,0.0242165242165242,3.6,6.4,2,1,1
E01006589,13.145,32.76078,11,2,3,0,13,1.14155251141553,1.00918060676312,0.907773386034256,0.187088274044796,0.077733860342556,0.000570813805930715,0.42962962962963,5.78518518518519,0.20474243146,11.1364233012595,0.013355592654424,4.3,10.5,7,4,2
E01006590,22.772,55.48218,24,7,11,1,26,2.26480836236934,1.06968795981764,0.927527405602923,0.112667478684531,0.0535931790499391,0.000818652082217599,0.435555555555556,5.58925925925926,0.43339653019,11.1753064880225,0.0413694721825963,2.7,10.1,4,2,2
E01006591,17.286,32.76078,9,9,10,1,24,1.14176974310181,0.492938321717105,0.900183710961421,0.158603796693203,0.0520514390691978,0.000723263745222272,0.279642857142857,6.49071428571429,0.19560920261,11.061751367167,0.0253353204172876,2.1,11,6,3,2
E01006592,10.292,32.76078,15,7,3,1,21,1.57303370786517,0.609219162120022,0.942492012779553,0.152076677316294,0.122044728434505,0.000684473133566162,0.752571428571429,7.04257142857143,0.51976558857,10.9991801171114,0.0208333333333333,1.6,5.4,8,4,3
E01006593,20.646,55.48218,38,9,10,0,49,2.62910798122066,0.659370173339765,0.90590525632706,0.140817650876055,0.0447761194029851,0.000851620191563014,0.380967741935484,5.76516129032258,0.5209314526,11.0314639902588,0.027190332326284,1.8,10.4,5,3,2
E01006594,7.072,45.71213,9,0,2,0,9,0,0.825636078814246,0.888652482269504,0.15531914893617,0.0971631205673759,0.000631101172900601,1.65913043478261,7.61086956521739,0.55961748442,10.9550344370556,0.00518134715025907,2.1,4.7,9,5,3
E01006595,19.545,28.24183,11,8,4,0,14,2.54237288135593,0.76500499057894,0.931232091690544,0.154154727793696,0.0934097421203438,0.000766117876393435,0.79125,6.774375,0.51363083143,10.965126830799,0.0160098522167488,2.8,10.8,5,3,2
E01006596,15.094,28.24183,56,9,7,1,24,1.78372352285396,0.679772211133965,0.889042039972433,0.15368711233632,0.0916609235010338,0.000775106969854622,0.469642857142857,6.37964285714286,0.49662999389,10.9765507009796,0.0201005025125628,3,11.1,6,3,2
E01006597,10.028,32.76078,10,6,5,0,10,1.1482254697286,0.707497368375446,0.934013197360528,0.163167366526695,0.0977804439112178,0.000707685479271144,1.094,6.87857142857143,0.70179962811,10.9494527978501,0.0131771595900439,1.8,8.2,8,4,3
E01006598,65.962,136.72762,47,9,21,0,86,7.71637122002086,3.09256428103987,0.974283614988979,0.237325495958854,0.0815576781778104,0.000599249920129505,0.31962962962963,3.05555555555556,1.62669345489,11.1568514177657,0.0380794701986755,5.3,24.5,1,1,1
E01006599,55.247,136.72762,28,13,19,2,144,4.60093896713615,2.56299599216148,0.962533452274755,0.273862622658341,0.032114183764496,0.000575230713859842,0.584230769230769,3.31592592592593,2.40125661645,11.1561278735051,0.0394190871369295,6.4,31.3,1,1,1
E01006600,59.127,111.2403,27,6,18,0,47,6.04265402843602,2.63048986558127,0.98365316275764,0.166311300639659,0.101634683724236,0.000554087115687658,0.536521739130435,4.14521739130435,0.2297653011,11.2368246964986,0.0388513513513514,4.7,22.3,1,1,1
E01006603,58.445,111.2403,52,12,25,3,83,6.97115384615385,2.59512990884893,0.968794326241135,0.165248226950355,0.107801418439716,0.000585433828131057,0.699444444444444,3.95666666666667,0.28342982584,11.3562297821045,0.0404040404040404,3.7,25.8,1,1,1
E01006604,52.369,76.53647,74,10,17,1,64,5.63230605738576,2.39732622544646,0.981711777615216,0.173372348207754,0.0811997073884418,0.000551527842008788,0.841923076923077,4.59692307692308,0.69114701379,11.1953765371064,0.0350262697022767,4.2,21.5,1,1,1
E01006605,49.145,76.53647,42,7,22,1,60,8.33333333333333,2.46182843806833,0.973873285434357,0.170476812540823,0.0973220117570215,0.000665604257879138,1.24,4.665,0.35724106082,11.3034015275804,0.0531609195402299,4.2,19.4,1,1,1
E01006606,53.734,78.90898,44,11,16,2,69,6.52883569096844,2.15501634782455,0.973701512163051,0.166995397764629,0.0736357659434583,0.000662331537605213,1.15125,4.450625,0.40819555311,11.3364655537181,0.0262793914246196,3.2,18.3,1,1,1
E01006607,57.631,97.43165,46,12,20,0,65,7.01559020044543,2.65043136047715,0.987589810581319,0.19856303069889,0.0934030045721751,0.00050028866342376,0.66304347826087,4.43391304347826,0.60300194127,11.3481063384886,0.0327613104524181,3.4,25,1,1,1
E01006608,45.631,71.5557,48,12,15,1,67,5.3206002728513,3.27880628259297,0.990123456790123,0.178600823045267,0.0592592592592593,0.000521379563005124,0.807272727272727,4.87681818181818,0.6110711445,11.3003621620062,0.0355239786856128,4.1,16.2,1,1,1
E01006609,55.378,71.5557,44,9,15,3,77,6.19158878504673,2.79303803035104,0.963367108339829,0.173811379579111,0.0662509742790335,0.000506347678362178,0.315714285714286,4.58357142857143,0.87984762074,11.3319936306718,0.0364583333333333,3.5,19.4,1,1,1
E01006610,73.776,71.5557,102,17,33,6,171,7.02127659574468,3.56510983973853,0.9613457408733,0.183249821045097,0.0901932712956335,0.000534282608624643,0.573448275862069,4.56379310344828,0.84124312769,11.4068329353503,0.0448430493273543,2.7,22.7,1,1,1
E01006611,82.675,72.9145,87,32,41,1,105,10.5494505494505,3.48305593963433,0.969016266460108,0.18280402788536,0.0472501936483346,0.000510396970876304,1.05130434782609,4.16304347826087,0.92278836785,11.4143085479736,0.0431266846361186,3.8,20.8,1,1,1
E01006612,64.909,97.43165,57,6,26,1,83,10.5369807497467,2.98282702219159,0.975250836120401,0.187959866220736,0.094314381270903,0.00052896355101403,0.867272727272727,4.49318181818182,0.54946008215,11.258063468934,0.0513513513513514,3.8,18.5,1,1,1
E01006613,53.795,71.5557,84,10,22,2,35,6.53685674547983,2.75965669812428,0.983823529411765,0.152941176470588,0.1,0.000512718698329088,0.634583333333333,4.54916666666667,0.79562004837,11.2703980341351,0.0409165302782324,3.8,15.4,1,1,1
E01006614,67.776,72.9145,51,16,50,2,158,8.67526377491207,3.30293840426293,0.968229954614221,0.180030257186082,0.0718608169440242,0.000527965880415317,0.6488,4.6112,0.9221400526,11.4143085479736,0.0344827586206897,4.8,19.5,1,1,1
E01006615,66.636,72.9145,56,14,27,1,112,6.23501199040767,3.00631325956538,0.967741935483871,0.17741935483871,0.0560675883256528,0.000517200174075541,0.672727272727273,4.41272727272727,0.90851975896,11.4143085479736,0.0407239819004525,3.6,24.7,1,1,1
E01006616,47.595,95.30246,99,14,25,2,59,5.38922155688623,2.39986099851706,0.975490196078431,0.170168067226891,0.0819327731092437,0.000555938480190892,0.658518518518519,4.54481481481481,0.77673522376,11.3229255866976,0.0505709624796085,4.7,18.8,1,1,1
E01006617,23.884,73.01983,151,14,18,1,59,2.47311827956989,1.86783266281228,0.967628430682618,0.144264602392681,0.0865587614356087,0.000589650826710879,0.923548387096774,5.061875,2.4409526122,11.2472231242605,0.00923076923076923,3.7,14.5,4,2,2
E01006618,47.17,76.53647,63,5,7,3,64,6.42398286937901,2.28899186614049,0.981696156192801,0.151311775472849,0.113483831604637,0.000660031320291294,1.00076923076923,4.63115384615385,1.33290717269,11.256424767714,0.0404624277456647,3.2,17.9,1,1,1
E01006619,26.75,73.01983,38,12,6,1,36,3.54745925215724,1.29555903613047,0.973108192620388,0.16260162601626,0.0894308943089431,0.000569252831602247,0.848709677419355,5.43290322580645,2.75285007567,11.2563447952271,0.0204359673024523,3.1,12,3,2,1
E01006620,25.6,73.01983,76,6,14,6,22,3.04182509505703,1.39925589832814,0.973888496824277,0.155257586450247,0.124206069160198,0.000562936513214944,0.826,6.1112,2.78642749367,11.2603543793921,0.0352,2.1,9.8,4,2,1
E01006621,17.349,73.01983,39,9,2,0,29,1.40540540540541,1.46476917695165,0.942098092643052,0.149182561307902,0.0858310626702997,0.000540831806228493,1.14390243902439,5.7575,1.44165886128,11.3235105260797,0.0291095890410959,2.4,6.5,6,3,2
E01006622,9.198,73.01983,31,6,9,0,18,0.768386388583974,1.12539602634308,0.988150098749177,0.184990125082291,0.0928242264647795,0.000571911481239652,1.18380952380952,6.79238095238095,1.1154214381,11.3230482545322,0.0102389078498294,4.3,7.8,8,4,3
E01006623,14.644,84.21819,10,6,6,1,7,2.98879202988792,1.81511381005481,0.926812585499316,0.163474692202462,0.0499316005471956,0.000565134605476362,0.993461538461539,4.07538461538462,2.24283897115,11.1359101688972,0.0360531309297913,2.3,9.3,6,3,2
E01006624,40.199,84.21819,41,11,21,0,109,5.18134715025907,1.67032623653793,0.933804627249357,0.168380462724936,0.077120822622108,0.000554546811026959,0.9209375,5.6440625,2.63596805223,11.2104931258831,0.0541310541310541,3.8,15.1,2,1,1
E01006625,24.23,76.53647,51,8,6,0,39,2.02429149797571,2.10489614267687,0.980225988700565,0.173022598870057,0.113700564971751,0.000538069656859178,0.429285714285714,4.14071428571429,2.31739785111,11.1488901380828,0.0229885057471264,3,13.3,4,2,2
E01006626,27.166,76.53647,32,7,5,1,18,2.98507462686567,1.84588251487836,0.967541436464088,0.139502762430939,0.0897790055248619,0.000574038750705763,0.570645161290323,4.69935483870968,2.39166753332,11.2256180055291,0.0168634064080944,3,9.4,3,2,1
E01006627,33,84.21819,115,10,30,0,43,3.76670716889429,1.26336459294375,0.9644412191582,0.164005805515239,0.0863570391872279,0.000556683182385731,0.655,5.60615384615385,2.5996635295,11.1946053504944,0.0216666666666667,5.2,13.2,3,2,1
